LDC,Class,951cn,cls
""" reduced by %s.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/MarketCMD,""" 的稳定性降低了 %s 点.""",x
"""Military operations disrupted.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/MarketCMD,"""所有军用设施已被瘫痪.""",x
""" destroyed.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/MarketCMD,""" 已被彻底摧毁.""",x
"""All operations disrupted.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/MarketCMD,"""所有行动均被中断.""",x
"""All operations disrupted. Colony size reduced to %s.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/MarketCMD,"""由于所有设施遭到瘫痪, 而导致殖民地的规模降低至 %s.""",x
"""Continue""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/MarketCMD,"""继续""",x
"""The lack of consistent pay over the last few months has caused discontent among your crew. A number take this opportunity to leave your employment.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/MarketCMD,"""在过去几个月里,}因长期拖欠工资而引起部分船员的不满,}如今一些人正好借此机会离开了原来的工作岗位.""",x
"""Continue""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/MarketCMD,"""继续""",x
""" raid""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/MarketCMD,""" 突袭""",x
""" raid""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/MarketCMD,""" 突袭""",x
"""Increased defender preparedness""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/MarketCMD,"""提高防御能力""",x
""" raid""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/MarketCMD,""" 突袭""",x
""" bombardment""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/MarketCMD,""" 轰炸""",x
"""The total price is %s. You have %s available.""",com/fs/starfarer/api/impl/campaign/rulecmd/DoCanAffordCheck,"""总价为 %s. 你有 %s 可用.""",x
"""You have %s available.""",com/fs/starfarer/api/impl/campaign/rulecmd/DoCanAffordCheck,"""你有 %s 可用.""",x
"""*The total nav rating for the deployed ships of the fleet increases the top speed of all ships in the fleet, up to a maximum of """,com/fs/starfarer/api/impl/campaign/skills/CoordinatedManeuvers$Level0,"""舰队导航效率可提高已部署舰船的最高航速, 最高提高 """,x
""". Does not apply to fighters.""",com/fs/starfarer/api/impl/campaign/skills/CoordinatedManeuvers$Level0,""". 但对战机无效.""",x
"""Each additional ship with a salvage gantry provides diminishing returns. The higher the highest recovery bonus from a single ship in the fleet, the later diminishing returns kick in.""",com/fs/starfarer/api/impl/campaign/RepairGantry,#VALUE!,x
"""The total resource recovery bonus for your fleet is %s.""",com/fs/starfarer/api/impl/campaign/RepairGantry,"""当前舰队的打捞能力为 %s。""",x
"""This ship's combat readiness is below %s and the gantry can not be utilized. Bringing this ship into readiness would increase the fleetwide bonus to %s.""",com/fs/starfarer/api/impl/campaign/RepairGantry,"""当该舰战备值}(CR)}低于}%s}时，打捞起重机将无法使用。当该舰的战备充足时，将提高}%s}的舰队打捞能力。""",x
"""Removing this ship would decrease it to %s. Adding another ship of the same type would increase it to %s.""",com/fs/starfarer/api/impl/campaign/RepairGantry,"""移除该舰会使增益降至}%s。添加同类舰船会使增益提高至}%s。""",x
"""Adding another ship of the same type would increase it to %s.""",com/fs/starfarer/api/impl/campaign/RepairGantry,"""如果再提高一艘同类舰船，其增益将提升至}%s。""",x
"""The fleetwide post-battle salvage bonus is %s.""",com/fs/starfarer/api/impl/campaign/RepairGantry,"""当前舰队的战后打捞能力为 %s。""",x
""" taps a data pad, and """,com/fs/starfarer/api/impl/campaign/missions/cb/CBRemnantStation,"""不动声色地将任务详情""",x
"""an intel assessment shows up on your tripad.""",com/fs/starfarer/api/impl/campaign/missions/cb/CBRemnantStation,"""传送到你的}TriPad}上.""",x
"""The station is assessed to be fully functional and extremely dangerous.""",com/fs/starfarer/api/impl/campaign/missions/cb/CBRemnantStation,"""经评估,}该母舰功能齐全,}极度危险.""",x
"""The station is assessed to be damaged, but still highly dangerous.""",com/fs/starfarer/api/impl/campaign/missions/cb/CBRemnantStation,"""经评估,}该母舰已经受损,}但仍高度危险.""",x
"""The bounty posting contains partial intel about the station.""",com/fs/starfarer/api/impl/campaign/missions/cb/CBRemnantStation,"""该赏金信息中包含有此母舰的部分情报.""",x
"""The station is assessed to be fully functional and extremely dangerous.""",com/fs/starfarer/api/impl/campaign/missions/cb/CBRemnantStation,"""经评估,}该母舰功能齐全,}极度危险.""",x
"""The station is assessed to be damaged, but still highly dangerous.""",com/fs/starfarer/api/impl/campaign/missions/cb/CBRemnantStation,"""经评估,}该母舰已经受损,}但仍高度危险.""",x
""" - Remnant Nexus""",com/fs/starfarer/api/impl/campaign/missions/cb/CBRemnantStation,""" - 余辉母舰""",x
"""credits""",com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,#N/A,x
"""¢""",com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,#N/A,x
"""Gained """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,"""获得 """,x
"""Gained """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,#N/A,x
"""Lost """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,#N/A,x
"""Gained """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,#N/A,x
"""Lost """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,#N/A,x
"""Gained """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,#N/A,x
"""Gained """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,#N/A,x
"""Lost """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,#N/A,x
"""Lost """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,#N/A,x
"""Gained """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,"""获得 """,x
"""Lost """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,"""失去了 """,x
"""Gained """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,"""获得 """,x
"""Lost """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,"""失去了 """,x
"""Gained ability: """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,"""获得能力: """,x
""" (level """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,""" (等级 """,x
""") has joined your fleet""",com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,""") 已加入了你的舰队""",x
"""(level """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,"""(等级 """,x
""" has left your fleet""",com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,""" 离开了你的舰队""",x
"""Administrator""",com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,"""行政官""",x
""" has entered your service""",com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,""" 加入了你的舰队""",x
"""Acquired """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,"""获得 """,x
"""Lost """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,"""失去了 """,x
"""Acquired """,com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,"""获得 """,x
"""%s has lost %s combat readiness""",com/fs/starfarer/api/impl/campaign/rulecmd/AddRemoveCommodity,"""%s 失去了 %s 的战备值 (CR)""",x
"""Luddic Path""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""Luddic Path""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""Luddic Path""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""days""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""day""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""You've %s a signficant amount to the Pathers, and their fleets and ground-based cells should leave your colonies alone for another %s """,com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
""".""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""tithed""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""You've reached an understanding with the Pathers, and their fleets and ground-based cells should leave your colonies alone in the future, barring unexpected events.""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#VALUE!,x
"""understanding""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""It's possible that you might reach some kind of understanding with the Pathers, provided you find the right people to talk to.""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""find the right people""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""%s on %s disrupted for %s days by %s sabotage""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""Luddic Path""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""Luddic Path""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""Signs of impending %s attack targeting %s""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""Luddic Path""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""Luddic Path""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""Luddic Path attack averted""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""Recent intelligence indicates that a Luddic Path cell is preparing an act of industrial sabotage targeting %s.""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""Luddic Path""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""The Luddic Path cells on %s are disrupted""",com/fs/starfarer/api/impl/campaign/intel/events/LuddicPathHostileActivityFactor,#N/A,x
"""The inspection task force has failed to successfully reach the """,com/fs/starfarer/api/impl/campaign/intel/inspection/HITravelStage,"""因视察团未能成功抵达 """,x
""". The inspection is now over.""",com/fs/starfarer/api/impl/campaign/intel/inspection/HITravelStage,""". 而中止任务.""",x
"""The inspection task force is currently travelling to the """,com/fs/starfarer/api/impl/campaign/intel/inspection/HITravelStage,"""视察团目前正在前往 """,x
"""Alpha core (""",com/fs/starfarer/api/impl/campaign/econ/impl/GroundDefenses,"""阿尔法核心 (""",x
"""Alpha core""",com/fs/starfarer/api/impl/campaign/econ/impl/GroundDefenses,"""阿尔法核心""",x
"""Alpha-level AI core currently assigned. """,com/fs/starfarer/api/impl/campaign/econ/impl/GroundDefenses,"""目前已被分配的 阿尔法级 AI 核心. """,x
"""Alpha-level AI core. """,com/fs/starfarer/api/impl/campaign/econ/impl/GroundDefenses,"""阿尔法级 AI 核心. """,x
"""Reduces upkeep cost by %s. Reduces demand by %s unit. """,com/fs/starfarer/api/impl/campaign/econ/impl/GroundDefenses,"""维护成本降低 %s. 需求降低 %s 单位. """,x
"""Increases ground defenses by %s.""",com/fs/starfarer/api/impl/campaign/econ/impl/GroundDefenses,"""地面防御 %s.""",x
"""Reduces upkeep cost by %s. Reduces demand by %s unit. """,com/fs/starfarer/api/impl/campaign/econ/impl/GroundDefenses,"""维护成本降低 %s. 需求降低 %s 单位. """,x
"""Increases ground defenses by %s.""",com/fs/starfarer/api/impl/campaign/econ/impl/GroundDefenses,"""地面防御 %s.""",x
"""Ground defenses increased by %s.""",com/fs/starfarer/api/impl/campaign/econ/impl/GroundDefenses,"""地面防御 %s.""",x
"""Increases ground defenses by %s.""",com/fs/starfarer/api/impl/campaign/econ/impl/GroundDefenses,"""地面防御 %s.""",x
"""An obligation from your past""",com/fs/starfarer/api/impl/campaign/tutorial/SpacerObligation,"""为你曾犯下的错误买单""",x
"""You never talk about it.""",com/fs/starfarer/api/impl/campaign/tutorial/SpacerObligation,"""你从不向他人提及此事.""",x
"""man""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianData,"""男人""",x
"""woman""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianData,"""女人""",x
"""he""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianData,"""他""",x
"""she""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianData,"""她""",x
"""he""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianData,"""他""",x
"""she""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianData,"""她""",x
"""him""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianData,"""他""",x
"""her""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianData,"""她""",x
"""himself""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianData,"""他""",x
"""herself""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianData,"""她""",x
"""his""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianData,"""他""",x
"""her""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianData,"""她""",x
"""Eduardo""",com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,#N/A,x
"""Roy""",com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,#N/A,x
"""Hyde""",com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,#N/A,x
"""Shang""",com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,#N/A,x
"""Rick""",com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,#N/A,x
"""Bogdan""",com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,#N/A,x
"""William""",com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,#N/A,x
"""Marlowe""",com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,#N/A,x
"""Benny""",com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,#N/A,x
"""Extract agent located """,com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,"""目标 """,x
""" in the """,com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,""", 而此地位于 """,x
"""The target location is """,com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,"""目标 """,x
""" %s base.""",com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,""" %s 基地.""",x
"""The target location is a size %s colony controlled by """,com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,"""规模: %s, 且目前隶属于 """,x
"""Extract agent from """,com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,"""目标位于 """,x
""" in the """,com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,""", 而此地位于 """,x
"""Combat Extraction""",com/fs/starfarer/api/impl/campaign/missions/ExtractionMission,"""暴力营救""",x
""" Item""",com/fs/starfarer/api/impl/campaign/missions/BlueprintIntel,""" 制品""",x
""" item""",com/fs/starfarer/api/impl/campaign/missions/BlueprintIntel,""" 制品""",x
""" Blueprint""",com/fs/starfarer/api/impl/campaign/missions/BlueprintIntel,""" 蓝图""",x
""" blueprint""",com/fs/starfarer/api/impl/campaign/missions/BlueprintIntel,""" 蓝图""",x
"""an Invalid Item""",com/fs/starfarer/api/impl/campaign/missions/BlueprintIntel,"""一个损坏的制品""",x
"""Invalid Item""",com/fs/starfarer/api/impl/campaign/missions/BlueprintIntel,"""损坏的制品""",x
