LDC,Class,LDC_96CN,RAW_96CN,note
"""Game paused""",com/fs/starfarer/campaign/ui/P,"""游戏暂停""","com/fs/starfarer/campaign/ui/O00OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.advanceImpl - String - ""游戏暂停""","需要调试
while (!this.public.return$do.isEmpty() && ((o)this.public.return$do.getFirst()).return.equals(this..return) && this..return.equals(""Game paused""))"
"""Access""",com/fs/starfarer/campaign/ui/R,"""流通性""","com/fs/starfarer/campaign/ui/R.ÔÔO000 - String - ""流通性""",
"""Press 1 to switch to the Assault Chainguns and destroy the enemy ship.""",com/fs/starfarer/tutorial/combat/B,"""按下 1 键切换突击链炮，并摧毁敌人的船舰。""","com/fs/starfarer/tutorial/combat/new.super - String - ""按下 1 键切换突击链炮，并摧毁敌人的船舰。""",
"""Press 2 to switch to the Sabot missiles and keep firing until the enemy shields are down.""",com/fs/starfarer/tutorial/combat/B,"""按下 2 键切换赛博 SMR, 持续发射直到敌人的护盾被打破为止。""","com/fs/starfarer/tutorial/combat/new.String - String - ""按下 2 键切换赛博 SMR, 持续发射直到敌人的护盾被打破为止。""",
""", """,com/fs/starfarer/campaign/ui/S,""", ""","com/fs/starfarer/ui/newui/FleetMemberRecoveryDialog.addToList - String - "", """,英文符号修正
"""Lasting damage: """,com/fs/starfarer/campaign/ui/S,"""永久性损伤：""","com/fs/starfarer/ui/newui/FleetMemberRecoveryDialog.addToList - String - ""永久性损伤：""",
"""No long-term damage""",com/fs/starfarer/campaign/ui/S,"""没有永久性损伤""","com/fs/starfarer/ui/newui/FleetMemberRecoveryDialog.addToList - String - ""没有永久性损伤""",
""" world""",com/fs/starfarer/campaign/ui/E,""" 行星""","com/fs/starfarer/campaign/ui/class.sizeChanged - String - "" 行星""",
""" World""",com/fs/starfarer/campaign/ui/E,""" 行星""","com/fs/starfarer/campaign/ui/class.sizeChanged - String - "" 行星""",
"""giant""",com/fs/starfarer/campaign/ui/E,"""巨行星""","com/fs/starfarer/campaign/ui/class.sizeChanged - String - ""巨行星""",
"""Star System""",com/fs/starfarer/campaign/ui/E,"""星系""","com/fs/starfarer/campaign/ui/class.sizeChanged - String - ""星系""",
"""star system""",com/fs/starfarer/campaign/ui/E,"""星系""","com/fs/starfarer/campaign/ui/class.sizeChanged - String - ""星系""",
"""hyperspace""",com/fs/starfarer/campaign/ui/E,"""超空间""","com/fs/starfarer/campaign/ui/class.sizeChanged - String - ""超空间""",
""", """,com/fs/starfarer/campaign/ui/E,""", ""","com/fs/starfarer/campaign/ui/class.sizeChanged - String - "", """,英文符号修正
"""Uninhabited""",com/fs/starfarer/campaign/ui/E,"""无主之地""","com/fs/starfarer/campaign/ui/class.sizeChanged - String - ""无主之地""",
"""Colony Info""",com/fs/starfarer/campaign/ui/E,"""殖民地信息""","com/fs/starfarer/campaign/ui/class.sizeChanged - String - ""殖民地信息""",
"""Back to colony list""",com/fs/starfarer/campaign/ui/E,"""返回殖民地列表""","com/fs/starfarer/campaign/ui/class.sizeChanged - String - ""返回殖民地列表""",
"""Show on map""",com/fs/starfarer/campaign/ui/E,"""在地图上显示""","com/fs/starfarer/campaign/ui/class.sizeChanged - String - ""在地图上显示""",
"""Shows detailed information about this colony, including the industries and structures present, and supply and demand for various commodites.""",com/fs/starfarer/campaign/ui/E,"""显示该殖民地的详细信息，包括工业设施与其他设施，以及各种商品的供应和需求。""","com/fs/starfarer/campaign/ui/class.sizeChanged - String - ""显示该殖民地的详细信息，包括工业设施与其他设施，以及各种商品的供应和需求。""",
"""Salvage""",com/fs/starfarer/campaign/ui/E,"""打捞""","com/fs/starfarer/campaign/ui/class.sizeChanged - String - ""打捞""",
"""No cost""",com/fs/starfarer/campaign/ui/E,"""免费""","com/fs/starfarer/campaign/ui/class.advanceImpl - String - ""免费""",
"""You receive""",com/fs/starfarer/campaign/ui/E,"""获得""","com/fs/starfarer/campaign/ui/class.advanceImpl - String - ""获得""",
"""You pay""",com/fs/starfarer/campaign/ui/E,"""支付""","com/fs/starfarer/campaign/ui/class.advanceImpl - String - ""支付""",
"""No tariffs""",com/fs/starfarer/campaign/ui/E,"""免税""","com/fs/starfarer/campaign/ui/class.advanceImpl - String - ""免税""",
"""Tariffs (""",com/fs/starfarer/campaign/ui/E,"""关税 (""","com/fs/starfarer/campaign/ui/class.advanceImpl - String - ""关税 (""",
"""Financial transaction confirmed""",com/fs/starfarer/campaign/ui/E,"""交易完毕""","com/fs/starfarer/campaign/ui/class.twConfirm - String - ""交易完毕""",
"""Since you've been denied docking clearance, and the circumstances make any underground parties unwilling to contact you, you're currently unable to trade here.""",com/fs/starfarer/campaign/ui/E,"""由于你的入港许可遭到拒绝，并且当地 所有黑帮组织都不愿与你联系，因此你 现在无法在此进行交易。""","com/fs/starfarer/campaign/ui/class.updateFlavorText - String - ""由于你的入港许可遭到拒绝，并且当地 所有黑帮组织都不愿与你联系，因此你 现在无法在此进行交易。""",
"""Colony Info""",com/fs/starfarer/campaign/ui/E,"""殖民地信息""","com/fs/starfarer/campaign/ui/class.actionPerformed - String - ""殖民地信息""",
"""Back to colony list""",com/fs/starfarer/campaign/ui/E,"""返回殖民地列表""","com/fs/starfarer/campaign/ui/class.actionPerformed - String - ""返回殖民地列表""",
"""Trade""",com/fs/starfarer/campaign/ui/E,"""交易""","com/fs/starfarer/campaign/ui/class.actionPerformed - String - ""交易""",
"""Resources""",com/fs/starfarer/campaign/ui/E,"""资源""","com/fs/starfarer/campaign/ui/class.actionPerformed - String - ""资源""",
"""Cargo""",com/fs/starfarer/campaign/ui/E,"""货物""","com/fs/starfarer/campaign/ui/class.actionPerformed - String - ""货物""",
""", """,com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7$2,""", ""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7$2.super - String - "", """,英文符号修正
""" (mothballed)""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7$2,""" (封存) ""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7$2.super - String - "" (封存) """,
""", """,com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7$4,""", ""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7$4.super - String - "", """,英文符号修正
""" (mothballed)""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7$4,""" (封存) ""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7$4.super - String - "" (封存) """,
"""Abort""",com/fs/starfarer/campaign/ui/A,"""撤销""","com/fs/starfarer/campaign/ui/A.sizeChanged - String - ""撤销""",
"""Confirm""",com/fs/starfarer/campaign/ui/A,"""确认交易""","com/fs/starfarer/campaign/ui/A.sizeChanged - String - ""确认交易""",
"""Take All""",com/fs/starfarer/campaign/ui/A,"""选择全部""","com/fs/starfarer/campaign/ui/A.sizeChanged - String - ""选择全部""",
"""Continue""",com/fs/starfarer/campaign/ui/A,"""继续""","com/fs/starfarer/campaign/ui/A.sizeChanged - String - ""继续""",
"""You will receive:""",com/fs/starfarer/campaign/ui/A,"""获得：""","com/fs/starfarer/campaign/ui/A.sizeChanged - String - ""获得：""",
"""0 credits""",com/fs/starfarer/campaign/ui/A,"""0 星币""","com/fs/starfarer/campaign/ui/A.sizeChanged - String - ""0 星币""",
"""credits""",com/fs/starfarer/campaign/ui/A,"""星币""","com/fs/starfarer/campaign/ui/A.sizeChanged - String - ""星币""",
"""You will receive:""",com/fs/starfarer/campaign/ui/A,"""获得：""","com/fs/starfarer/campaign/ui/A.advanceImpl - String - ""获得：""",
"""You have to pay:""",com/fs/starfarer/campaign/ui/A,"""花费：""","com/fs/starfarer/campaign/ui/A.advanceImpl - String - ""花费：""",
""" credits""",com/fs/starfarer/campaign/ui/A,""" 星币""","com/fs/starfarer/campaign/ui/A.advanceImpl - String - "" 星币""",
"""credits""",com/fs/starfarer/campaign/ui/A,"""星币""","com/fs/starfarer/campaign/ui/A.advanceImpl - String - ""星币""",
"""Financial transaction confirmed""",com/fs/starfarer/campaign/ui/A,"""交易完毕""","com/fs/starfarer/campaign/ui/A.confirmTransaction - String - ""交易完毕""",
"""Moving slowly""",com/fs/starfarer/campaign/ai/TacticalModule,"""Moving slowly""","com/fs/starfarer/campaign/ai/TacticalModule.advance - String - ""Moving slowly""",补充
""" Aptitude""",com/fs/starfarer/ui/impl/Oo0O,""" 能力""","com/fs/starfarer/ui/impl/Oo0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.o00000 - String - "" 能力""",
"""Combat Readiness""",com/fs/starfarer/ui/impl/M$1,"""战备值 (CR) ""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""战备值 (CR) """,
"""ship""",com/fs/starfarer/ui/impl/M$1,"""舰船""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""舰船""",
"""fighter wing""",com/fs/starfarer/ui/impl/M$1,"""战机联队""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""战机联队""",
"""fighter""",com/fs/starfarer/ui/impl/M$1,"""战机""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""战机""",
"""Use this control to set the CR value that's used in 'Run Simulation' for this ship.""",com/fs/starfarer/ui/impl/M$1,"""拖动此条可设置该船在 '模拟战斗' 中的战备值 (CR) ""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""拖动此条可设置该船在 '模拟战斗' 中的战备值 (CR) """,
"""Run Simulation""",com/fs/starfarer/ui/impl/M$1,"""模拟战斗""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""模拟战斗""",
"""This %s is currently mothballed. It can not be deployed in battle.""",com/fs/starfarer/ui/impl/M$1,"""这艘 %s 已被封存。它不能部署于战斗。""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""这艘 %s 已被封存。它不能部署于战斗。""",
"""The maximum CR for this %s is %d%%.""",com/fs/starfarer/ui/impl/M$1,"""这艘 %s 战备值 (CR) 上限为 %d%%.""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""这艘 %s 战备值 (CR) 上限为 %d%%.""",
"""The maximum CR for this %s is %d%%. The factors contributing to it are:""",com/fs/starfarer/ui/impl/M$1,"""这艘 %s 战备值 (CR) 上限为 %d%%. 影响因素是：""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""这艘 %s 战备值 (CR) 上限为 %d%%. 影响因素是：""",
"""The current CR is %s. However, this %s's crew is under strength, and its CR when deployed is only %s.""",com/fs/starfarer/ui/impl/M$1,"""目前的战备值 (CR) 是 %s. 但鉴于该%s的船员数量不足，所以衰减至 %s.""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""目前的战备值 (CR) 是 %s. 但鉴于该%s的船员数量不足，所以衰减至 %s.""",
"""The current CR is %s.""",com/fs/starfarer/ui/impl/M$1,"""目前的战备值 (CR) 是 %s.""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""目前的战备值 (CR) 是 %s.""",
"""Repairs suspended - CR holding at its current value.""",com/fs/starfarer/ui/impl/M$1,"""维修暂停 - 战备值 (CR) 会保持在当前值。""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""维修暂停 - 战备值 (CR) 会保持在当前值。""",
"""It is recovering %s CR per day.""",com/fs/starfarer/ui/impl/M$1,"""每天恢复 %s 战备值 (CR)。""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""每天恢复 %s 战备值 (CR)。""",
"""It is losing %s of its CR per day due to being over the maximum.""",com/fs/starfarer/ui/impl/M$1,"""由于超过战备值 (CR) 上限，所以每天将损失 %s 的战备值 (CR)。""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""由于超过战备值 (CR) 上限，所以每天将损失 %s 的战备值 (CR)。""",
"""It is losing %s of its CR per day due to a lack of supplies.""",com/fs/starfarer/ui/impl/M$1,"""由于缺乏补给每天将降低 %s 战备值 (CR)。""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""由于缺乏补给每天将降低 %s 战备值 (CR)。""",
"""It is not recovering CR due to a lack of supplies.""",com/fs/starfarer/ui/impl/M$1,"""由于缺乏补给无法恢复战备值 (CR) 到正常水平。""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""由于缺乏补给无法恢复战备值 (CR) 到正常水平。""",
"""CR is holding at below the maximum value, due to the crew being under strength.""",com/fs/starfarer/ui/impl/M$1,"""鉴于船员数量不足，战备值 (CR) 将只能保持在最大值以下。""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""鉴于船员数量不足，战备值 (CR) 将只能保持在最大值以下。""",
"""Recent events affecting CR:""",com/fs/starfarer/ui/impl/M$1,"""最近影响战备值 (CR) 的事件：""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""最近影响战备值 (CR) 的事件：""",
"""None""",com/fs/starfarer/ui/impl/M$1,"""无""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""无""",
""" days ago""",com/fs/starfarer/ui/impl/M$1,""" 天前""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - "" 天前""",
""" day ago""",com/fs/starfarer/ui/impl/M$1,""" 1 天前""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - "" 1 天前""",
"""over last 7 days""",com/fs/starfarer/ui/impl/M$1,"""过去 7 天""","com/fs/starfarer/ui/impl/oO0O$1.ØO0000 - String - ""过去 7 天""",
"""Sector""",com/fs/starfarer/coreui/A/oOoO,"""星域""","com/fs/starfarer/coreui/A/void.<init> - String - ""星域""",
"""System""",com/fs/starfarer/coreui/A/oOoO,"""星系""","com/fs/starfarer/coreui/A/void.<init> - String - ""星系""",
"""Go back""",com/fs/starfarer/coreui/A/oOoO,"""返回""","com/fs/starfarer/coreui/A/void.<init> - String - ""返回""",
"""Hyperspace""",com/fs/starfarer/coreui/A/oOoO,"""超空间""","com/fs/starfarer/coreui/A/void.<init> - String - ""超空间""",
"""Important""",com/fs/starfarer/campaign/comms/v2/String,"""Important""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.getIntelTags - String - ""Important""","需要调试
检查事件tag翻译是否对这个有影响"
"""New""",com/fs/starfarer/campaign/comms/v2/String,"""New""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.getIntelTags - String - ""New""","需要调试
检查事件tag翻译是否对这个有影响"
"""Fleet log""",com/fs/starfarer/campaign/comms/v2/String,"""Fleet log""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.getIntelTags - String - ""Fleet log""","需要调试
检查事件tag翻译是否对这个有影响"
"""Exploration""",com/fs/starfarer/campaign/comms/v2/String,"""探索状态""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.getIntelTags - String - ""探索状态""","需要调试
检查事件tag翻译是否对这个有影响"
"""Bounties""",com/fs/starfarer/campaign/comms/v2/String,"""Bounties""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.getIntelTags - String - ""Bounties""","需要调试
检查事件tag翻译是否对这个有影响"
"""Major events""",com/fs/starfarer/campaign/comms/v2/String,"""Major events""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.getIntelTags - String - ""Major events""","需要调试
检查事件tag翻译是否对这个有影响"
"""Bounties""",com/fs/starfarer/campaign/comms/v2/String,"""Bounties""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.getIntelTags - String - ""Bounties""","需要调试
检查事件tag翻译是否对这个有影响"
"""Missions""",com/fs/starfarer/campaign/comms/v2/String,"""Missions""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.getIntelTags - String - ""Missions""","需要调试
检查事件tag翻译是否对这个有影响"
"""Exploration""",com/fs/starfarer/campaign/comms/v2/String,"""探索状态""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.getIntelTags - String - ""探索状态""","需要调试
检查事件tag翻译是否对这个有影响"
"""Missions""",com/fs/starfarer/campaign/comms/v2/String,"""Missions""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.getIntelTags - String - ""Missions""","需要调试
检查事件tag翻译是否对这个有影响"
"""Story""",com/fs/starfarer/campaign/comms/v2/String,"""Story""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.getIntelTags - String - ""Story""","需要调试
检查事件tag翻译是否对这个有影响"
"""Accept""",com/fs/starfarer/campaign/comms/v2/String,"""接受""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.createConfirmationPrompt - String - ""接受""",
"""Abandoning or not completing the mission after accepting it will result in a reputation penalty.""",com/fs/starfarer/campaign/comms/v2/String,"""Abandoning or not completing the mission after accepting it will result in a reputation penalty.""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.createConfirmationPrompt - String - ""Abandoning or not completing the mission after accepting it will result in a reputation penalty.""",
"""Are you sure?""",com/fs/starfarer/campaign/comms/v2/String,"""Are you sure?""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.createConfirmationPrompt - String - ""Are you sure?""",
"""Abandon""",com/fs/starfarer/campaign/comms/v2/String,"""遗弃""","com/fs/starfarer/campaign/comms/v2/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.createConfirmationPrompt - String - ""遗弃""",
