LDC97,class97,LDC96CN
"""Not paying bounty, but improving rep with faction [%s]""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""不支付赏金但改善阵营关系 [%s] """
"""Not paying bounty or improving rep with faction [%s]""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""不支付赏金或改善阵营关系 [%s] """
"""'s""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,""" 的"""
""" Fleet""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,""" 舰队"""
"""%s reward""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""%s 奖励"""
"""remaining""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""期限"""
"""Faction: """,com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""发布方："""
"""days""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""天"""
"""day""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""天"""
"""%s reward, %s """,com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""%s 奖励，%s """
""" remaining""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""期限"""
"""%s received""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""%s 已收到"""
"""Personal Bounty""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""个人赏金"""
"""Bounty Completed - """,com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""赏金完成 - """
"""Bounty Ended - """,com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""赏金结束 - """
"""Personal Bounty - """,com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""个人赏金 - """
"""a notorious pirate""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""这名臭名昭著的海盗 发布了赏金"""
"""a deserter""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""这名逃兵 发布了赏金"""
""" posted a bounty for bringing """,com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""向 """
""", to justice.""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,""", 并要求对其施以正义制裁。"""
"""You have successfully completed this bounty.""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""你已经成功完成了这笔赏金。"""
"""You have successfully completed this bounty, but received no credit reward because of your standing with """,com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""尽管你已经成功完成了这笔赏金，但鉴于你和赏金发布方之间的糟糕关系，将不会得到任何星币奖励 """
"""You have successfully completed this bounty, but received no reward because of your standing with """,com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""尽管你已经成功完成了这笔赏金，但鉴于你和赏金发布方之间的糟糕关系，将不会得到任何奖励 """
"""This bounty is no longer on offer.""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""该赏金已被撤销。"""
"""orbiting""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""环绕于"""
"""hiding out near""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""隐藏于"""
"""located in""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""位于"""
"""hiding out in""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""隐藏在"""
"""She is""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""她"""
"""He is""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""他"""
""" rumored to be """,com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,""" 据传现 """
"""her""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""她的"""
"""his""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""他的"""
"""The bounty posting also contains partial intel on the ships under """,com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""赏金公告中还包含了一些 """
"""her""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""她的"""
"""his""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""他的"""
"""The bounty posting also contains partial intel on some of the ships under """,com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""赏金公告中还包含了部分"""
""" command.""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""舰队情报。"""
"""The intel assessment notes the fleet may contain upwards of %s other ships of lesser significance.""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""据悉，该舰队可能还存在超过 %s 艘战力不一的舰船。"""
"""The intel assessment notes the fleet may contain several other ships of lesser significance.""",com/fs/starfarer/api/impl/campaign/intel/PersonBountyIntel,"""据悉，该舰队可能还包含其他几艘战力不一的舰船。"""
"""*Enemy weapon range is reduced by the total ECM rating of your deployed ships, up to a maximum of """,com/fs/starfarer/api/impl/campaign/skills/ElectronicWarfare$Level0,#N/A
""". This penalty is reduced by the ratio """,com/fs/starfarer/api/impl/campaign/skills/ElectronicWarfare$Level0,#N/A
"""of the enemy ECM rating to yours.""",com/fs/starfarer/api/impl/campaign/skills/ElectronicWarfare$Level0,#N/A
"""Does not apply to fighters, affects all weapons including missiles.""",com/fs/starfarer/api/impl/campaign/skills/ElectronicWarfare$Level0,#N/A
"""light-years""",com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""光年"""
"""light-year""",com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""光年"""
"""Distance to nearest cryosleeper: %s """,com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""因与最近的低温休眠舱相距：%s """
""", growth bonus multiplier: %s.""",com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""，所以人口增长增益为：%s."""
"""If any demand is unmet, the maximum growth bonus is reduced by %s.""",com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""如果有任何需求未被满足，则最大增长增益降低 %s。"""
"""%s growth bonus multiplier based on met demand. If any demand is unmet, the maximum bonus is reduced by %s.""",com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""%s 的人口增长增益源于其需求得到满足的程度。如果有任何需求没有得到满足，则最大增长增益降低 %s。"""
"""Population growth: %s (max for colony size: %s)""",com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""人口增长：%s (殖民地规模最大值：%s) """
"""Requires in-system cryosleeper""",com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""需要低温休眠舱"""
"""Alpha core (""",com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""阿尔法核心 ("""
"""Alpha core""",com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""阿尔法核心"""
"""Alpha-level AI core currently assigned. """,com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""目前已被分配的 阿尔法级 AI 核心。"""
"""Alpha-level AI core. """,com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""阿尔法级 AI 核心。"""
"""Reduces upkeep cost by %s. Reduces demand by %s unit. """,com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""维护成本降低 %s. 需求降低 %s 单位。"""
"""%s population growth.""",com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""%s 人口增长。"""
"""Reduces upkeep cost by %s. Reduces demand by %s unit. """,com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""维护成本降低 %s. 需求降低 %s 单位。"""
"""%s population growth.""",com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""%s 人口增长。"""
"""Population growth increased by %s.""",com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""人口增长提高 %s."""
"""Increases population growth by %s.""",com/fs/starfarer/api/impl/campaign/econ/impl/Cryorevival,"""人口增长提高 %s."""
"""A table of tattooed roughs who bear - to your discerning eye, mil-grade cybermods - are drinking alarming amounts of liquor.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/MercsOnTheRunBarEvent,"""一桌有纹身的粗野大汉正喝着数量惊人的烈酒。你敏锐地注意到他们都植入了价值不菲的军用级生化改装部件。"""
"""Join the table of tattooed roughs and see if their contract is up""",com/fs/starfarer/api/impl/campaign/intel/bar/events/MercsOnTheRunBarEvent,"""你向这群大汉走去，看看他们的雇佣合同是否到期"""
"""Buy the mercenary marine contract and sneak them off """,com/fs/starfarer/api/impl/campaign/intel/bar/events/MercsOnTheRunBarEvent,"""买下雇佣军的合同，然后偷偷溜出 """
"""Decline the proposal, but stay for an ""Orbital Bombardment"" to soften the blow""",com/fs/starfarer/api/impl/campaign/intel/bar/events/MercsOnTheRunBarEvent,"""拒绝这个提议，但留下来与佣兵们来轮 ""轨道轰炸"", 以试图平息他们的不满"""
"""Some clever device provided by the mercs convinces the automated scanners that two particular cargo containers are half-filled with mildly radioactive silicate gravel and nothing else. Your logistics officer sneaks them aboard with no problems.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/MercsOnTheRunBarEvent,"""佣兵提供了一些巧妙的小装置成功骗过了自动扫描仪，让这两个货箱看起来除了些有轻微辐射性的硅酸盐矿砂之外什么都没有。你的后勤官就这样神不知鬼不觉地把他们带上了船，没遇到任何麻烦。"""
"""You wake up the next day in a small room above the bar with no particular memory of how you got there. How many more rounds was it with the mercs, one? Three?""",com/fs/starfarer/api/impl/campaign/intel/bar/events/MercsOnTheRunBarEvent,"""第二天，你在酒吧上面的一个小房间里醒了过来，根本回想不起自己是怎么到这的了。到底是又和那些佣兵喝了多少？一轮？三轮？"""
"""time flow altered""",com/fs/starfarer/api/impl/combat/TemporalShellStats,"""时间流速改变"""
"""x fighter damage""",com/fs/starfarer/api/impl/combat/TargetingFeedStats,"""x 战机伤害"""
"""Blowback""",com/fs/starfarer/api/impl/campaign/intel/events/HABlowbackFactor,#N/A
"""Take""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""拿取"""
"""Leave""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""存放"""
"""Illegal to put into storage here""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""无法存储违禁品"""
"""Gaining access to storage at this colony requires a one-time fee of """,com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""使用此地仓库需要缴纳一次性使用费 """
""" credits.""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,""" 星币。"""
"""Gaining access to storage at this colony requires a one-time fee of """,com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""使用此地仓库需要缴纳一次性使用费 """
""" credits, which you can't afford.""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,""" 星币，你买不起。"""
"""Pay""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""支付"""
"""Never mind""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""放弃"""
"""Never mind""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""放弃"""
"""$market is under your control, and there are no storage fees or expenses.""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""由于 $market 在您的控制之下，所以将不会收取任何使用费与租金。"""
"""Requires a one-time access fee of %s, and a monthly fee equal to %s of the base value of the items in storage.""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""需支付 %s 首次使用费，且按照存储物总价值的 %s 作为每月租金。"""
"""Monthly fees and expenses (%s of base value of stored items):""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""每月租金 (存储物总价值的 %s )："""
"""Ships in storage""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""仓库里的舰船"""
"""Cargo in storage""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""存储的货物"""
"""Monthly fees and expenses are equal to %s of base value of the stored items.""",com/fs/starfarer/api/impl/campaign/submarkets/StoragePlugin,"""每月的费用与开支等于储存物品基础价值的 %s."""
"""Admiral skills:""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""舰长技能："""
""" (being loaded)""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,""" (装货中) """
""" (being loaded)""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,""" (装货中) """
"""You encounter """,com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""你遇到了 """
"""Port of origin: %s""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""始发港：%s"""
"""Unknown""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""不明"""
"""Port of origin: %s""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""始发港：%s"""
"""Current destination: %s""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""目的地：%s"""
"""Returning from: %s""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""正在返回：%s"""
"""No cargo""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""没有载货"""
"""Cargo: %s""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""正在运输：%s"""
"""If this fleet does not reach its destination safely, it will cause a shortage of the commodities it carries. In addition, its loss would reduce the accessibility of its port of origin by %s for up to three months.""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""If this fleet does not reach its destination safely, it will cause a shortage of the commodities it carries. In addition, its loss would reduce the accessibility of its port of origin by %s for up to three months."""
"""If this fleet does not reach its destination safely, it will cause a shortage of the commodities it carries. In addition, its loss would reduce the accessbility of """,com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""如果这支舰队不能安全抵达目的地，就会造成其运载商品的短缺。此外，它的损失也会降低 """
""" by %s for up to three months.""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,""" %s 的流通性。"""
"""Engaging this fleet in battle will not cause any changes to your reputation with the faction it nominally belongs to.""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""与这支舰队交战，将不会影响你与它名义上所属势力的关系。"""
"""will not cause any changes to your reputation""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""不会对你的声誉造成任何改变"""
"""This fleet is operating without official sanction from the faction it nominally belongs to. Engaging it in battle will not cause any changes to your reputation.""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""因这支舰队在未经其名义上所属势力的批准而擅自行动，所以与其交战 将不会对你的声誉造成任何影响。"""
"""will not cause any changes to your reputation""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""不会对你的声誉造成任何改变"""
"""Engaging this fleet in battle will not cause immediate hostilities with the faction it nominally belongs to, though it will slightly strain the relationship.""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""与这支舰队交战，将不会立即引起它名义上所属势力的敌对行动，但仍会使双方的关系略微紧张起来。"""
"""will not cause immediate hostilities""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""将不会立即引起它名义上所属势力的敌对行动"""
"""This fleet is either operating in a legal gray area or its behavior falls outside accepted norms. Engaging it in battle will not cause immediate hostilities with the faction it nominally belongs to, though it will slightly strain the relationship.""",com/fs/starfarer/api/impl/campaign/rulecmd/FleetDesc,"""This fleet is either operating in a legal gray area or its behavior falls outside accepted norms. Engaging it in battle will not cause immediate hostilities with the faction it nominally belongs to, though it will slightly strain the relationship."""
