LDC_96a,Class,LDC__95.1CN,RAW_95.1CN
"""Warning: VRAM low, may result in game instability and poor performance!""",com/fs/starfarer/campaign/C,"""警告:}显存过低,}这可能会导致游戏不稳定且性能低下!""","com/fs/starfarer/campaign/Object.o00000 - String - ""警告:}显存过低,}这可能会导致游戏不稳定且性能低下!"""
"""If running with mods, consider disabling some of them""",com/fs/starfarer/campaign/C,"""如果启用了}MOD,}可通过禁用一些}MOD}来解决问题""","com/fs/starfarer/campaign/Object.o00000 - String - ""如果启用了}MOD,}可通过禁用一些}MOD}来解决问题"""
"""VRAM information not available for Intel graphics devices""",com/fs/starfarer/campaign/C,"""Intel}图形设备无法提供显存信息""","com/fs/starfarer/campaign/Object.o00000 - String - ""Intel}图形设备无法提供显存信息"""
"""NVIDIA""",com/fs/starfarer/campaign/C,#N/A,#N/A
"""nvidia""",com/fs/starfarer/campaign/C,#N/A,#N/A
"""ATI""",com/fs/starfarer/campaign/C,#N/A,#N/A
"""ati""",com/fs/starfarer/campaign/C,#N/A,#N/A
"""AMD""",com/fs/starfarer/campaign/C,#N/A,#N/A
"""amd""",com/fs/starfarer/campaign/C,#N/A,#N/A
"""Intel""",com/fs/starfarer/campaign/C,#N/A,#N/A
"""intel""",com/fs/starfarer/campaign/C,#N/A,#N/A
"""Vendor: """,com/fs/starfarer/campaign/C,"""供应商: ""","com/fs/starfarer/campaign/Object.Ò00000 - String - ""供应商: """
"""Driver version: """,com/fs/starfarer/campaign/C,"""驱动程序版本: ""","com/fs/starfarer/campaign/Object.Ò00000 - String - ""驱动程序版本: """
"""Asteroid""",com/fs/starfarer/campaign/CampaignAsteroid,"""小行星""","com/fs/starfarer/campaign/CampaignAsteroid.<init> - String - ""小行星"""
""" """,com/fs/starfarer/campaign/CampaignClock,#N/A,#N/A
""", c""",com/fs/starfarer/campaign/CampaignClock,#N/A,#N/A
""".""",com/fs/starfarer/campaign/CampaignClock,#N/A,#N/A
""".""",com/fs/starfarer/campaign/CampaignClock,#N/A,#N/A
"""c""",com/fs/starfarer/campaign/CampaignClock,#N/A,#N/A
"""January""",com/fs/starfarer/campaign/CampaignClock,""" 1月""","com/fs/starfarer/campaign/CampaignClock.getMonthString - String - "" 1月"""
"""February""",com/fs/starfarer/campaign/CampaignClock,""" 2月""","com/fs/starfarer/campaign/CampaignClock.getMonthString - String - "" 2月"""
"""March""",com/fs/starfarer/campaign/CampaignClock,""" 3月""","com/fs/starfarer/campaign/CampaignClock.getMonthString - String - "" 3月"""
"""April""",com/fs/starfarer/campaign/CampaignClock,""" 4月""","com/fs/starfarer/campaign/CampaignClock.getMonthString - String - "" 4月"""
"""May""",com/fs/starfarer/campaign/CampaignClock,""" 5月""","com/fs/starfarer/campaign/CampaignClock.getMonthString - String - "" 5月"""
"""June""",com/fs/starfarer/campaign/CampaignClock,""" 6月""","com/fs/starfarer/campaign/CampaignClock.getMonthString - String - "" 6月"""
"""July""",com/fs/starfarer/campaign/CampaignClock,""" 7月""","com/fs/starfarer/campaign/CampaignClock.getMonthString - String - "" 7月"""
"""August""",com/fs/starfarer/campaign/CampaignClock,""" 8月""","com/fs/starfarer/campaign/CampaignClock.getMonthString - String - "" 8月"""
"""September""",com/fs/starfarer/campaign/CampaignClock,""" 9月""","com/fs/starfarer/campaign/CampaignClock.getMonthString - String - "" 9月"""
"""October""",com/fs/starfarer/campaign/CampaignClock,"""10月""","com/fs/starfarer/campaign/CampaignClock.getMonthString - String - ""10月"""
"""November""",com/fs/starfarer/campaign/CampaignClock,"""11月""","com/fs/starfarer/campaign/CampaignClock.getMonthString - String - ""11月"""
"""December""",com/fs/starfarer/campaign/CampaignClock,"""12月""","com/fs/starfarer/campaign/CampaignClock.getMonthString - String - ""12月"""
"""Unknown: [""",com/fs/starfarer/campaign/CampaignClock,"""未知: [""","com/fs/starfarer/campaign/CampaignClock.getMonthString - String - ""未知: ["""
"""]""",com/fs/starfarer/campaign/CampaignClock,#N/A,#N/A
"""Jan""",com/fs/starfarer/campaign/CampaignClock,""" 1月""","com/fs/starfarer/campaign/CampaignClock.getShortMonthString - String - "" 1月"""
"""Feb""",com/fs/starfarer/campaign/CampaignClock,""" 2月""","com/fs/starfarer/campaign/CampaignClock.getShortMonthString - String - "" 2月"""
"""Mar""",com/fs/starfarer/campaign/CampaignClock,""" 3月""","com/fs/starfarer/campaign/CampaignClock.getShortMonthString - String - "" 3月"""
"""Apr""",com/fs/starfarer/campaign/CampaignClock,""" 4月""","com/fs/starfarer/campaign/CampaignClock.getShortMonthString - String - "" 4月"""
"""May""",com/fs/starfarer/campaign/CampaignClock,""" 5月""","com/fs/starfarer/campaign/CampaignClock.getShortMonthString - String - "" 5月"""
"""Jun""",com/fs/starfarer/campaign/CampaignClock,""" 6月""","com/fs/starfarer/campaign/CampaignClock.getShortMonthString - String - "" 6月"""
"""Jul""",com/fs/starfarer/campaign/CampaignClock,""" 7月""","com/fs/starfarer/campaign/CampaignClock.getShortMonthString - String - "" 7月"""
"""Aug""",com/fs/starfarer/campaign/CampaignClock,""" 8月""","com/fs/starfarer/campaign/CampaignClock.getShortMonthString - String - "" 8月"""
"""Sep""",com/fs/starfarer/campaign/CampaignClock,""" 9月""","com/fs/starfarer/campaign/CampaignClock.getShortMonthString - String - "" 9月"""
"""Oct""",com/fs/starfarer/campaign/CampaignClock,"""10月""","com/fs/starfarer/campaign/CampaignClock.getShortMonthString - String - ""10月"""
"""Nov""",com/fs/starfarer/campaign/CampaignClock,"""11月""","com/fs/starfarer/campaign/CampaignClock.getShortMonthString - String - ""11月"""
"""Dec""",com/fs/starfarer/campaign/CampaignClock,"""12月""","com/fs/starfarer/campaign/CampaignClock.getShortMonthString - String - ""12月"""
"""Unk: [""",com/fs/starfarer/campaign/CampaignClock,"""未知: [""","com/fs/starfarer/campaign/CampaignClock.getShortMonthString - String - ""未知: ["""
"""]""",com/fs/starfarer/campaign/CampaignClock,#N/A,#N/A
""" World""",com/fs/starfarer/campaign/CampaignPlanet,""" 行星""","com/fs/starfarer/campaign/CampaignPlanet.getTypeNameWithWorld - String - "" 行星"""
""" World""",com/fs/starfarer/campaign/CampaignPlanet,""" 行星""","com/fs/starfarer/campaign/CampaignPlanet.getTypeNameWithWorldLowerCase - String - "" 行星"""
""" world""",com/fs/starfarer/campaign/CampaignPlanet,""" 行星""","com/fs/starfarer/campaign/CampaignPlanet.getTypeNameWithLowerCaseWorld - String - "" 行星"""
"""In """,com/fs/starfarer/campaign/CampaignState,"""你在 ""","com/fs/starfarer/campaign/CampaignState.updateTrackedByPatrolMessage - String - ""你在 """
""" local volume, being tracked by nearby """,com/fs/starfarer/campaign/CampaignState,""" 的种种行为, 而遭到 ""","com/fs/starfarer/campaign/CampaignState.updateTrackedByPatrolMessage - String - "" 的种种行为, 而遭到 """
""" patrol""",com/fs/starfarer/campaign/CampaignState,""" 巡逻的追查""","com/fs/starfarer/campaign/CampaignState.updateTrackedByPatrolMessage - String - "" 巡逻的追查"""
"""Game paused""",com/fs/starfarer/campaign/CampaignState,"""游戏暂停""","com/fs/starfarer/campaign/CampaignState.processInput - String - ""游戏暂停"""
"""Game paused""",com/fs/starfarer/campaign/CampaignState,"""游戏暂停""","com/fs/starfarer/campaign/CampaignState.processInput - String - ""游戏暂停"""
"""Speeding up time""",com/fs/starfarer/campaign/CampaignState,"""时间加速""","com/fs/starfarer/campaign/CampaignState.processInput - String - ""时间加速"""
"""Speeding up time""",com/fs/starfarer/campaign/CampaignState,"""时间加速""","com/fs/starfarer/campaign/CampaignState.processInput - String - ""时间加速"""
"""Game resumed""",com/fs/starfarer/campaign/CampaignState,"""游戏恢复""","com/fs/starfarer/campaign/CampaignState.processInput - String - ""游戏恢复"""
"""Sensors: """,com/fs/starfarer/campaign/CampaignState,"""传感器: ""","com/fs/starfarer/campaign/CampaignState.processInput - String - ""传感器: """
"""Gained 25000 credits""",com/fs/starfarer/campaign/CampaignState,"""获得 25000 星币""","com/fs/starfarer/campaign/CampaignState.processInput - String - ""获得 25000 星币"""
"""Quickload disabled in iron mode""",com/fs/starfarer/campaign/CampaignState,"""在铁人模式下将禁用快速存档""","com/fs/starfarer/campaign/CampaignState.processInput - String - ""在铁人模式下将禁用快速存档"""
"""Breaking orbit""",com/fs/starfarer/campaign/CampaignState,"""脱离轨道""","com/fs/starfarer/campaign/CampaignState.updatePlayerOrbit - String - ""脱离轨道"""
"""Breaking orbit""",com/fs/starfarer/campaign/CampaignState,"""脱离轨道""","com/fs/starfarer/campaign/CampaignState.updatePlayerOrbit - String - ""脱离轨道"""
"""Holding station in """,com/fs/starfarer/campaign/CampaignState,"""停留在 ""","com/fs/starfarer/campaign/CampaignState.updatePlayerOrbit - String - ""停留在 """
"""Orbiting """,com/fs/starfarer/campaign/CampaignState,"""环绕于 ""","com/fs/starfarer/campaign/CampaignState.updatePlayerOrbit - String - ""环绕于 """
"""Breaking orbit""",com/fs/starfarer/campaign/CampaignState,"""脱离轨道""","com/fs/starfarer/campaign/CampaignState.updatePlayerOrbit - String - ""脱离轨道"""
"""Laying in an intercept course for """,com/fs/starfarer/campaign/CampaignState,"""正在追踪拦截 ""","com/fs/starfarer/campaign/CampaignState.followEntity - String - ""正在追踪拦截 """
"""Laying in a course for """,com/fs/starfarer/campaign/CampaignState,"""正在前往 ""","com/fs/starfarer/campaign/CampaignState.followEntity - String - ""正在前往 """
"""Ok""",com/fs/starfarer/campaign/CampaignState,"""确定""","com/fs/starfarer/campaign/CampaignState.showMessageDialog - String - ""确定"""
"""Ok""",com/fs/starfarer/campaign/CampaignState,"""确定""","com/fs/starfarer/campaign/CampaignState.showShuttleDialog - String - ""确定"""
"""Lost %s credits""",com/fs/starfarer/campaign/CampaignState,#N/A,#N/A
"""Gained %s credits""",com/fs/starfarer/campaign/CampaignState,#N/A,#N/A
"""Fleet""",com/fs/starfarer/campaign/CampaignState,"""舰队管理""","com/fs/starfarer/campaign/CampaignState.actionPerformed - String - ""舰队管理"""
"""Cargo""",com/fs/starfarer/campaign/CampaignState,"""货物""","com/fs/starfarer/campaign/CampaignState.actionPerformed - String - ""货物"""
"""Refit""",com/fs/starfarer/campaign/CampaignState,"""舰队改装""","com/fs/starfarer/campaign/CampaignState.actionPerformed - String - ""舰队改装"""
"""Officers""",com/fs/starfarer/campaign/CampaignState,"""军官""","com/fs/starfarer/campaign/CampaignState.actionPerformed - String - ""军官"""
"""Outposts""",com/fs/starfarer/campaign/CampaignState,"""前哨站""","com/fs/starfarer/campaign/CampaignState.actionPerformed - String - ""前哨站"""
"""Map""",com/fs/starfarer/campaign/CampaignState,"""星图""","com/fs/starfarer/campaign/CampaignState.actionPerformed - String - ""星图"""
"""Character""",com/fs/starfarer/campaign/CampaignState,"""角色技能""","com/fs/starfarer/campaign/CampaignState.actionPerformed - String - ""角色技能"""
"""Gained """,com/fs/starfarer/campaign/CharacterStats,"""获得了 ""","com/fs/starfarer/campaign/CharacterStats.addBonusXP - String - ""获得了 """
""" bonus experience""",com/fs/starfarer/campaign/CharacterStats,""" 点 额外经验""","com/fs/starfarer/campaign/CharacterStats.addBonusXP - String - "" 点 额外经验"""
""" """,com/fs/starfarer/campaign/CharacterStats,#N/A,#N/A
""" bonus experience""",com/fs/starfarer/campaign/CharacterStats,""" 点 额外经验""","com/fs/starfarer/campaign/CharacterStats.addBonusXP - String - "" 点 额外经验"""
"""point""",com/fs/starfarer/campaign/CharacterStats,"""点""","com/fs/starfarer/campaign/CharacterStats.spendStoryPoints - String - ""点"""
"""points""",com/fs/starfarer/campaign/CharacterStats,"""点""","com/fs/starfarer/campaign/CharacterStats.spendStoryPoints - String - ""点"""
"""Used """,com/fs/starfarer/campaign/CharacterStats,"""花费了 ""","com/fs/starfarer/campaign/CharacterStats.spendStoryPoints - String - ""花费了 """
""" """,com/fs/starfarer/campaign/CharacterStats,#N/A,#N/A
""" """,com/fs/starfarer/campaign/CharacterStats,#N/A,#N/A
""" """,com/fs/starfarer/campaign/CharacterStats,#N/A,#N/A
""" """,com/fs/starfarer/campaign/CharacterStats,#N/A,#N/A
"""points""",com/fs/starfarer/campaign/CharacterStats,"""点""","com/fs/starfarer/campaign/CharacterStats.addStoryPoints - String - ""点"""
"""point""",com/fs/starfarer/campaign/CharacterStats,"""点""","com/fs/starfarer/campaign/CharacterStats.addStoryPoints - String - ""点"""
"""Gained """,com/fs/starfarer/campaign/CharacterStats,"""获得了 ""","com/fs/starfarer/campaign/CharacterStats.addStoryPoints - String - ""获得了 """
""" """,com/fs/starfarer/campaign/CharacterStats,#N/A,#N/A
""" """,com/fs/starfarer/campaign/CharacterStats,#N/A,#N/A
""" """,com/fs/starfarer/campaign/CharacterStats,#N/A,#N/A
""" """,com/fs/starfarer/campaign/CharacterStats,#N/A,#N/A
""" """,com/fs/starfarer/campaign/CharacterStats,#N/A,#N/A
""" """,com/fs/starfarer/campaign/CharacterStats,#N/A,#N/A
"""Gained """,com/fs/starfarer/campaign/CharacterStats,"""获得了 ""","com/fs/starfarer/campaign/CharacterStats.addXP - String - ""获得了 """
""" experience (""",com/fs/starfarer/campaign/CharacterStats,""" 点经验 [""","com/fs/starfarer/campaign/CharacterStats.addXP - String - "" 点经验 ["""
""" bonus XP used)""",com/fs/starfarer/campaign/CharacterStats,""" 点 额外经验]""","com/fs/starfarer/campaign/CharacterStats.addXP - String - "" 点 额外经验]"""
"""Gained """,com/fs/starfarer/campaign/CharacterStats,"""获得了 ""","com/fs/starfarer/campaign/CharacterStats.addXP - String - ""获得了 """
""" experience""",com/fs/starfarer/campaign/CharacterStats,""" 经验""","com/fs/starfarer/campaign/CharacterStats.addXP - String - "" 经验"""
"""You have advanced to level """,com/fs/starfarer/campaign/CharacterStats,"""你的等级提升至 ""","com/fs/starfarer/campaign/CharacterStats.levelUpIfNeeded - String - ""你的等级提升至 """
""" (maximum)""",com/fs/starfarer/campaign/CharacterStats,""" [最大值]""","com/fs/starfarer/campaign/CharacterStats.levelUpIfNeeded - String - "" [最大值]"""
"""Gained """,com/fs/starfarer/campaign/CharacterStats,"""获得了 ""","com/fs/starfarer/campaign/CharacterStats.levelUpIfNeeded - String - ""获得了 """
""" bonus experience from """,com/fs/starfarer/campaign/CharacterStats,""" 点 额外经验 [来自之前花费的""","com/fs/starfarer/campaign/CharacterStats.levelUpIfNeeded - String - "" 点 额外经验 [来自之前花费的"""
""" points spent earlier""",com/fs/starfarer/campaign/CharacterStats,"""点]""","com/fs/starfarer/campaign/CharacterStats.levelUpIfNeeded - String - ""点]"""
"""points""",com/fs/starfarer/campaign/CharacterStats,"""点""","com/fs/starfarer/campaign/CharacterStats.levelUpIfNeeded - String - ""点"""
"""point""",com/fs/starfarer/campaign/CharacterStats,"""点""","com/fs/starfarer/campaign/CharacterStats.levelUpIfNeeded - String - ""点"""
"""You have """,com/fs/starfarer/campaign/CharacterStats,"""你有 ""","com/fs/starfarer/campaign/CharacterStats.levelUpIfNeeded - String - ""你有 """
