id,type,text1,text2,text3,text4,text5,notes
pdburst_fighter,WEAPON,"拥有内置电容的瞬发 PD 激光炮，满充能状态下可在短时间内以极快的速度对目标予以连续打击。应安装要求而缩小了电容器尺寸，其充能速率低于常规舰载版。

瞬发 PD 激光炮遥遥领先于各类标准点防御光束武器，其 Q开关 增益介质以脉冲泵浦方式激发，来确保供给到钛蓝宝石增益介质的能量精确地按预设的间隔达到峰值。这使得这种武器数秒才需开火一次，以其体积而言效率极佳。且极低的功耗，甚至能让一些战机动力核心也能处理其射击负荷。",,,,,
amblaster,WEAPON,"射速极为缓慢但破坏力极高的能量炮，虽射程极短，但足以对星域中最大的战舰构成威胁。

因所发射的反物质需存储至内置有能产生强大磁场的嵌套壳体内，而使其成为了现存武器中最复杂的一种。为了制造一个强大到足以容纳反物质弹药 (通常是正电子) 的电磁场，内置的电容必须花费较长时间的充能。一旦产生了约束力足够的电磁场时，磁场外壳就将瞬间破裂，而里面的反物质将会在开火时产生的洛伦茨力的作用下射向目标。

对一切目标都有效得可怕。",,,,,
phasebeam,WEAPON,"近程瞬时光束武器，一次开火就能造成严重的损害。反装甲能力强悍，至少对于光束武器而言。

该武器的本质是一个激光束发射器。采用了三重蓝宝石增益介质确保其各个发射波长都尽可能地维持在适用于武器化应用的范围内。开火时，发射的光子都会通过一个超维滤波器，使产生的能量束部分存在于相位空间内。不过这套滤波器相关的物理原理尚未被完全理解。在实验室测试中，如果光束在相位部分的能量超过 6.66 吉瓦时就可能产生闪噪，导致光束被阻挡。因此实际武器并不会采取如此之高的能量水平，以确保其稳定性。",,,,,
gravitonbeam,WEAPON,"一种非典型的光束武器，对抗护盾非常有效，可以破坏护盾并增加所有来源的伤害。具有优异的射程，但对装甲造成的威胁十分有限。

该武器的核心组件为一台超膜裂隙发生器和一门 500 nm 的示踪光束联动。该光束用于规划裂隙的时空范围，同时为操作员提供手动操作目标反馈。

当空间裂隙被打开，高维宇宙膜中的重力子会大量进入当前时空，并存留一秒左右。而由此产生的引力切变会对目标造成一定伤害，更何况这种高维度重力子本身也能有效压制能量力场。",,,,,
pulselaser,WEAPON,"能连续发射能量束的武器，对于拥有足够幅能寄存并希望能在中距交火中持续压制敌人的舰长来说非常有用。

一种发射脉冲激光而非恒定光束，且总输出功率远超前者的设计。但与大部分激光发射器相似的是，它仍采用了二氧化碳增益介质激光器所产生的波长为 11 微米的光子。

短时间内输出更多的能量脉冲激光，将会使目标装甲表层被逐渐烧蚀并最终气化，并由此产生的冲击波也会对船体结构造成一定的损伤。",,,,,
miningblaster,WEAPON,钻探冲击波是矿工的好伙伴，能向近程目标发射粉碎性的能量束。它的矿石扫描仪还充当着性能锁的作用，所以它在自动开火模式下不会积极地用于攻击护盾。,,,,,
heavyblaster,WEAPON,"能连续发射能量束的武器。极高的破坏力与极高的幅能输出，使其成为同体积下最具杀伤性的武器之一。

这种可靠的武器系统，采用了能在强大电流下转变为等离子体的改进型高能气体作为弹药。开火前，一个引导电子会被预先沿着发射轨道，以确保其不稳定的等离子团能以预定的方向前进。而这也得归功于一种现已不太容易理解的物理特性。",,,,,
heavyburst,WEAPON,"瞬发 PD 激光炮的重型版本，拥有着更优秀的射程与更多的电容器，以大幅提高其拦截效率。

这种常常被低估的武器，其实是星域中性能最好的激光武器之一。哪怕对透镜外壳和增益介质进行粗略测试，就足以使那些最持怀疑态度的检查员也得承认这是 人之领 所能提供的最好技术成果。

霸主军备委员会 和 速子科技混合物理部 的顶级研究员，都不能理解它产生脉冲效果的原理。理论上，Q开关 产生的多相位光束在通过量子滤波器时产生的量子纠缠效应可以形成脉冲现象。这或许能解释本被认为是故障保险系统的三级透镜外壳的作用。但这仅是理论而已。

在战斗中，重型瞬发激光炮最受那些希望拥有先进点防系统的舰长喜爱。",,,,,
plasma,WEAPON,"这种巨大而神秘的武器大概是星域中最具破坏力的持续伤害来源，前提是安装该武器的战舰能处理它所产生的巨额幅能。

与引力子束以及相位长矛类似，等离子炮利用了少有记载的薄膜物理学原理来发射载荷。等离子炮所使用的炮弹是一种利用重力透镜和重子透镜向内聚焦能量而形成的微聚变炸弹，而聚焦过程导致的爆炸将产生一团暂时被异常空间控制的等离子团，这些等离子团在持续数秒的约束磁场控制下飞向目标。如果这团能量场的凸部未被物质或能量产生至少 9000 N 的力破坏的话，那么更高一级的膜便会吸收破坏性的等离子体，并使它从我们的维度中永远消失。",,,,,
hil,WEAPON,"这种射程远伤害高的激光武器，常被安装在那些需要高效反装甲武器的舰船或者火力支援舰上。

高强度激光是一种威力巨大的能量武器，拥有一个能量密度超过千兆瓦级的能量源。为了长时间提供如此巨大的能量，而设计了一个内置的聚变能源核心。尽管如此，该核心依旧需要一套外部的控制系统与在开始攻击时从舰船反应堆提供额外能量的管线。

三组高精度透镜将光子聚焦到点火单元上，并在数秒内充入能量以形成相干光束。高强度激光的增益介质是二阶气-固态物质，它们能形成 Q 开关，并产生使目标在数秒内消失的强大粒子流。

由于极远的锁定距离与射程，使高强度激光能在确保安全的前提下为正在近身鏖战的友军舰船提供密接支援。而那些有能力在使用它的同时控制好幅能的舰长们则很喜爱这个玩意。",,,,,
autopulse,WEAPON,强力且非常高效的能量武器，在核心部位装载了大量的内置电容器。消耗电容器充能可以造成极高的爆发性伤害，但较低的持续射击速率在一定程度上抵消了这一优势。,,,,,
guardian,WEAPON,"由装满小型激光炮的旋转吊舱所构成的点防系统，其内置的电容器足以让对来袭的战机与导弹造成极高的爆发伤害。

能够侦测并击毁一切突破护航部队火力圈的战机和导弹的军用级点防御武器。因其夸张的体积与较高的幅能输出，保卫者系统一般只会被安装在主力舰上。

利用自主型亚 Gamma AI 核心与五组独立二氧化碳激光器组合，让此武器能够提供及其有效的点防御能力。独立的转向系统供能装置更使它几乎能瞬间锁定目标。虽较高的能源需求意味着每次开火仅能维持数秒，但也足以应对绝大多数威胁。",,,,,
tpc,WEAPON,"作为直连 攻势-级 船体的内置武器，这种超重型旧世代能量武器可以为其提供压倒性的正面火力。

热脉冲加农炮设计于可拆卸能量武器被 人之领 采购委员会的成员们普遍接受之前。由于当时根本没有其他舰船能容纳这种巨型武器的空间，也没有任何舰船搭载了能满足其能量需求的反应堆，而导致该武器被硬编码进了 攻势-级 的蓝图当中。

尽管被后来一些模块化武器设计所超越，但它依然是 攻势-级 火力中不可或缺的一部分。",,,,,
tachyonlance,WEAPON,"借助级联 EMP 组件造成毁灭性破坏力与脉冲洪流的爆发光束武器。即使命中护盾，也能在目标处于高硬幅能状态时产生足以击穿它的电弧。

速子长矛因其强大的威力与极高的稀有度而在星域中有着传奇般的地位。它的核心技术基于实验性的 FTL 通信系统的原型机，它借助超光速粒子的超维特性并非用于通讯，而是通过 N 膜扰动与反等离子体所产生的超空间带电粒子风暴来打击目标。该系统所需求的能量极其惊人，即使是速子长矛配备的最大电容器也仅能维持数秒开火。

与普通光束武器所发射的光束不同，那些超光速粒子无法聚焦或被约束。事实上，一旦速子长矛开始预热，它就无法中断反应，必须将内建能量彻底耗尽才能进入冷却。而当如此高能的反等离子体经过正常空间时，它所诱发的电磁风暴、引力位移与热穴效应将撕裂路径上的一切，并对附近的电子仪器造成严重的破坏。",,,,,
swarm_launcher,WEAPON,"""Previously undifferentiated autonomous fragments are re-assigned from the structure of the host vessel itself to replenish the standing cloud, from which they can be assigned into loosely organized strike-groups. The key element appears to be this - I'll designate it - a specialized systems node. We speculate that it is a distributed processing/communication cluster, one of several you will see highlighted on the hull, here. These appear to coordinate, possibly initiate and delegate, hostile behavior by elements of the semi-autonomous swarm."" ",- SEALED HOLO REPORT to be submitted to the Director of Special Acquisitions ONLY,,,,
seeker_fragment,WEAPON,"""A primary element carried a powerful shaped HE charge; whether deployed from a limited munitions reserve or manufactured in-situ we cannot say. The surrounding swarm acted as a sacrificial screen to allow the primary to penetrate our point defense grid. It breached the armor belt across three decks, and then...""",- SEALED HOLO REPORT to be submitted to the Director of Special Acquisitions ONLY,,,,
kinetic_fragments,WEAPON,"""Several groupings of the free-swarming elements started to build up an internal charge, the EM-fields nearing and even crossing the threshold of overload for various of its internal components - you can see, here, the plasma halo as material is stripped from the structure. Achieving this excited state, elements then accelerated toward our shields in an attempt to produce an overload... to unfortunate effect, it must be said.""",- SEALED HOLO REPORT to be submitted to the Director of Special Acquisitions ONLY,,,,
unstable_fragment,WEAPON,"""In response to missile threats or, as we discovered, the approach of a strike-fighter squadron, certain elements or 'fragments' of the standing swarm began radiating exponentially increasing waste-heat. This was the initiating sign, as post-encounter telemetry analysis revealed, of self-destructive power core overload. These 'hot' elements use maneuvering thrusters to intercept the approaching squadron and detonate. The force of multiple micro-fusion reactors overloading and the resulting debris was quite sufficient to tear through light spacecraft armor.""

""A tactical algorithm patch will be issued so that such behavior may be tagged as soon as it is detected by combat-integrated sensor suites.""",- SEALED HOLO REPORT to be submitted to the Director of Special Acquisitions ONLY,,,,
